Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
28.0,0,1,16.0,3,2,3,4.0,0,4.0,1,8.0,0,3,1,2.0,1,20702.0,0
,0,1,29.0,2,2,2,3.0,1,5.0,1,2.0,1,1,1,0.0,2,18633.0,0
37.0,1,2,20.0,2,2,3,4.0,0,4.0,1,6.0,0,3,1,2.0,1,20821.0,0
35.0,1,1,13.0,2,2,3,3.0,0,4.0,2,2.0,1,3,1,1.0,1,20363.0,1
21.0,0,3,15.0,3,2,2,3.0,0,3.0,2,2.0,0,4,0,0.0,1,17610.0,0
60.0,1,3,13.0,3,2,2,1.0,1,3.0,1,1.0,1,5,0,0.0,2,20220.0,0
23.0,1,1,32.0,2,2,2,3.0,0,3.0,1,2.0,0,2,1,1.0,1,17904.0,0
35.0,1,1,12.0,3,1,3,5.0,3,5.0,2,4.0,0,1,1,2.0,3,30309.0,0
30.0,1,1,30.0,2,2,3,2.0,0,3.0,1,3.0,0,1,1,2.0,1,21378.0,0
29.0,1,1,16.0,2,1,3,4.0,0,5.0,2,7.0,1,5,1,1.0,1,17404.0,1
37.0,1,1,22.0,2,2,3,4.0,1,3.0,1,2.0,0,4,0,1.0,2,23512.0,1
40.0,1,3,11.0,2,1,3,5.0,1,3.0,1,6.0,0,5,1,2.0,2,24580.0,0
44.0,1,3,32.0,3,2,4,5.0,3,3.0,1,7.0,0,4,1,2.0,3,29476.0,0
57.0,1,1,21.0,2,1,4,4.0,0,4.0,1,2.0,1,5,1,1.0,1,23641.0,1
33.0,0,1,9.0,2,0,3,4.0,1,3.0,3,6.0,1,5,1,2.0,2,23676.0,0
35.0,1,1,22.0,3,2,2,2.0,0,4.0,0,1.0,0,3,1,1.0,1,17426.0,0
51.0,1,1,14.0,2,2,2,4.0,3,4.0,1,6.0,0,3,1,1.0,3,27490.0,0
53.0,1,3,14.0,3,2,3,3.0,4,3.0,1,6.0,0,3,1,0.0,0,26836.0,0
46.0,0,1,30.0,2,2,3,4.0,1,5.0,1,3.0,1,1,1,1.0,2,22311.0,0
,1,1,16.0,3,1,3,3.0,0,5.0,1,7.0,0,1,1,2.0,1,18452.0,0
28.0,1,1,21.0,2,2,2,3.0,0,3.0,1,2.0,0,4,1,1.0,1,17207.0,0
60.0,1,1,25.0,3,2,4,4.0,3,3.0,2,8.0,0,3,1,2.0,3,29190.0,0
35.0,0,3,8.0,2,1,3,6.0,0,3.0,3,3.0,0,3,0,2.0,1,23122.0,1
37.0,0,3,7.0,3,0,3,4.0,1,3.0,3,6.0,0,2,1,2.0,2,25331.0,0
53.0,1,1,9.0,2,1,3,5.0,0,3.0,3,2.0,0,3,0,1.0,1,21890.0,0
32.0,1,3,12.0,3,2,2,,1,3.0,2,2.0,0,5,1,0.0,2,20010.0,0
32.0,1,3,27.0,2,1,4,6.0,1,3.0,1,5.0,1,3,0,3.0,2,23237.0,1
49.0,1,1,26.0,3,1,3,3.0,1,5.0,0,2.0,0,2,1,2.0,2,21567.0,0
32.0,1,2,25.0,2,2,3,2.0,0,5.0,1,2.0,0,1,1,1.0,1,21634.0,1
36.0,1,3,7.0,3,2,3,4.0,1,3.0,0,2.0,0,3,1,1.0,2,23395.0,0
48.0,0,3,30.0,2,2,3,5.0,0,3.0,2,2.0,1,1,1,2.0,1,17559.0,1
53.0,1,3,13.0,3,1,3,4.0,3,3.0,1,1.0,1,1,0,1.0,3,25934.0,0
23.0,1,1,22.0,3,1,3,4.0,0,3.0,3,3.0,0,1,1,2.0,1,21549.0,0
36.0,0,3,15.0,3,1,4,5.0,3,3.0,0,6.0,1,5,1,3.0,3,29055.0,0
20.0,1,2,9.0,1,2,3,5.0,0,3.0,2,3.0,0,3,0,1.0,1,21242.0,1
39.0,1,1,24.0,2,1,4,5.0,3,3.0,0,2.0,0,2,0,3.0,3,27501.0,0
32.0,1,1,18.0,3,2,4,4.0,1,5.0,1,3.0,1,1,1,2.0,2,25511.0,0
29.0,0,2,7.0,2,2,3,4.0,0,3.0,1,3.0,0,4,0,2.0,1,21384.0,0
40.0,1,2,10.0,2,1,3,3.0,1,4.0,0,2.0,0,2,1,1.0,2,25067.0,0
28.0,1,1,21.0,2,2,2,3.0,0,3.0,1,2.0,0,4,0,0.0,1,17207.0,0
35.0,1,1,28.0,2,2,2,5.0,0,3.0,2,1.0,0,4,1,1.0,1,,0
45.0,0,3,15.0,2,1,3,4.0,1,3.0,1,2.0,0,3,1,2.0,2,20593.0,0
40.0,1,1,20.0,3,2,2,4.0,2,3.0,2,2.0,0,3,1,1.0,4,34626.0,0
28.0,0,1,15.0,2,2,3,6.0,0,3.0,0,3.0,0,2,1,2.0,1,23299.0,0
34.0,1,3,27.0,2,2,3,1.0,1,3.0,2,2.0,0,3,0,0.0,2,20337.0,0
43.0,0,1,36.0,2,1,4,4.0,1,3.0,1,4.0,0,3,1,3.0,2,23234.0,0
53.0,0,3,9.0,2,2,4,5.0,2,3.0,2,,1,1,1,1.0,4,37746.0,0
53.0,1,1,13.0,1,2,4,4.0,1,5.0,1,5.0,1,4,1,3.0,2,24255.0,0
43.0,0,1,27.0,3,2,3,3.0,0,3.0,1,1.0,0,4,1,2.0,1,17258.0,0
34.0,0,1,8.0,2,2,2,4.0,1,3.0,1,2.0,0,4,0,1.0,2,24547.0,0
23.0,1,1,10.0,3,2,2,2.0,0,5.0,0,3.0,0,4,0,1.0,1,17819.0,0
28.0,1,1,26.0,2,2,4,5.0,0,5.0,1,3.0,0,1,0,1.0,1,22744.0,0
40.0,1,3,8.0,3,1,2,3.0,1,4.0,1,1.0,0,1,0,0.0,2,20715.0,0
50.0,0,1,25.0,2,2,4,4.0,1,3.0,1,3.0,1,2,0,2.0,2,25482.0,0
36.0,1,1,18.0,3,0,2,4.0,3,3.0,3,1.0,0,1,1,0.0,3,23858.0,0
46.0,1,1,8.0,3,2,2,3.0,2,3.0,1,1.0,1,1,1,1.0,4,34328.0,0
40.0,0,3,,3,2,3,3.0,1,4.0,1,6.0,0,4,1,1.0,2,,0
31.0,0,3,8.0,2,1,2,3.0,3,3.0,1,2.0,1,1,1,0.0,3,24852.0,0
49.0,1,3,14.0,3,2,4,4.0,1,5.0,1,6.0,0,4,1,2.0,2,24164.0,0
33.0,1,1,11.0,2,1,4,5.0,1,3.0,0,3.0,0,4,1,1.0,2,24840.0,0
54.0,1,3,14.0,3,1,4,5.0,3,3.0,0,2.0,1,2,0,1.0,3,29612.0,0
,1,3,22.0,2,1,2,3.0,1,4.0,2,3.0,0,1,0,0.0,2,,0
35.0,0,2,30.0,2,1,3,4.0,3,5.0,1,2.0,1,3,1,1.0,3,28628.0,1
46.0,1,1,16.0,2,2,3,4.0,1,4.0,1,2.0,0,4,1,1.0,2,21026.0,0
22.0,1,1,14.0,2,2,3,5.0,0,5.0,1,2.0,0,1,0,1.0,1,17451.0,0
30.0,0,1,9.0,2,2,2,3.0,0,3.0,0,5.0,0,3,0,1.0,1,17097.0,0
44.0,1,1,10.0,2,2,3,1.0,2,5.0,1,2.0,0,5,1,2.0,4,34190.0,0
49.0,1,3,,3,1,3,3.0,1,3.0,2,4.0,0,4,0,1.0,2,19507.0,0
50.0,0,2,9.0,3,2,2,3.0,2,4.0,0,2.0,0,2,1,0.0,4,33200.0,0
,1,1,16.0,3,2,3,1.0,0,3.0,2,2.0,0,1,0,1.0,1,18505.0,0
31.0,0,1,11.0,1,2,3,4.0,0,3.0,2,2.0,1,4,1,1.0,1,20963.0,1
37.0,0,1,17.0,2,2,2,3.0,3,3.0,1,2.0,1,3,1,1.0,3,27185.0,0
36.0,1,3,23.0,3,2,4,4.0,3,4.0,1,2.0,0,1,1,2.0,3,26698.0,0
37.0,1,1,10.0,1,2,2,4.0,1,4.0,3,6.0,0,1,1,1.0,2,23163.0,0
24.0,1,1,17.0,1,2,3,2.0,0,3.0,1,4.0,0,1,1,1.0,1,20751.0,0
49.0,0,1,14.0,2,2,3,4.0,1,4.0,1,2.0,0,1,0,0.0,2,20130.0,0
59.0,1,1,16.0,3,1,4,5.0,0,4.0,0,6.0,1,2,1,1.0,1,22024.0,0
27.0,1,1,13.0,2,1,3,5.0,0,4.0,1,3.0,0,3,1,2.0,1,21046.0,0
38.0,1,1,10.0,3,1,2,3.0,0,3.0,1,1.0,0,5,0,0.0,1,18306.0,0
36.0,1,2,,2,2,2,4.0,0,5.0,1,5.0,1,5,1,1.0,1,19639.0,1
42.0,1,3,27.0,3,1,4,4.0,0,4.0,3,3.0,1,4,0,3.0,1,21818.0,1
38.0,1,1,35.0,1,2,2,3.0,1,3.0,1,4.0,0,1,0,0.0,2,21261.0,0
34.0,1,1,32.0,3,2,3,5.0,0,4.0,2,6.0,1,4,1,1.0,1,20991.0,1
32.0,1,1,15.0,2,1,3,3.0,1,3.0,1,2.0,1,5,1,2.0,2,21322.0,0
23.0,1,1,10.0,2,1,3,4.0,1,3.0,0,2.0,1,5,1,2.0,2,22849.0,1
38.0,0,1,9.0,2,2,4,5.0,1,3.0,1,7.0,0,1,1,3.0,2,23841.0,0
38.0,1,1,6.0,1,1,3,3.0,3,5.0,1,2.0,0,4,1,1.0,3,28582.0,0
46.0,1,2,11.0,2,1,3,6.0,3,3.0,1,6.0,0,1,1,2.0,3,28434.0,0
35.0,0,3,17.0,3,2,2,,1,3.0,1,2.0,0,5,0,0.0,2,19968.0,0
32.0,1,3,16.0,3,2,2,3.0,1,3.0,2,2.0,0,4,1,1.0,2,20396.0,0
44.0,0,3,33.0,2,2,4,4.0,4,3.0,1,,1,1,1,1.0,0,35637.0,0
36.0,1,3,24.0,2,2,4,4.0,1,5.0,1,5.0,1,3,0,3.0,2,27644.0,0
28.0,1,1,12.0,1,2,3,5.0,3,3.0,1,3.0,1,3,0,1.0,3,31486.0,0
,1,1,14.0,3,1,3,3.0,0,3.0,2,2.0,0,4,1,2.0,1,18445.0,0
38.0,0,1,16.0,3,2,3,3.0,0,3.0,1,1.0,0,5,0,0.0,1,17684.0,0
46.0,1,1,27.0,3,2,4,4.0,4,3.0,0,2.0,1,3,0,1.0,0,32174.0,0
39.0,0,1,31.0,2,2,3,3.0,3,3.0,0,4.0,0,1,0,0.0,3,25920.0,0
30.0,1,1,28.0,2,1,2,3.0,0,3.0,1,5.0,1,1,0,0.0,1,17132.0,1
44.0,0,1,7.0,2,1,3,4.0,1,3.0,1,6.0,0,1,1,2.0,2,24240.0,0
,1,1,26.0,2,2,2,3.0,0,4.0,2,2.0,0,5,1,1.0,1,18420.0,0
26.0,1,1,29.0,2,1,2,3.0,0,3.0,1,2.0,0,3,0,0.0,1,17886.0,0
54.0,1,1,12.0,2,1,3,4.0,2,3.0,1,,0,5,0,2.0,4,37772.0,0
56.0,1,1,9.0,3,2,3,5.0,2,5.0,1,,0,5,0,2.0,4,37716.0,0
30.0,0,1,27.0,3,2,3,4.0,0,3.0,1,3.0,0,3,1,2.0,1,22490.0,0
42.0,1,3,7.0,3,2,3,3.0,3,5.0,0,3.0,0,3,1,2.0,3,27070.0,0
19.0,0,3,10.0,3,1,4,4.0,0,3.0,2,3.0,1,5,0,2.0,1,20247.0,1
27.0,0,1,9.0,3,2,2,3.0,0,3.0,0,2.0,0,2,1,0.0,1,16706.0,0
,0,1,26.0,3,2,2,3.0,0,3.0,1,2.0,0,3,1,1.0,1,,0
34.0,0,3,10.0,3,1,3,3.0,1,3.0,1,1.0,0,1,0,0.0,2,21538.0,0
36.0,1,1,12.0,2,2,2,5.0,0,3.0,1,2.0,0,1,1,0.0,1,17741.0,0
33.0,0,1,9.0,2,2,4,4.0,0,3.0,3,2.0,0,5,1,2.0,1,21746.0,0
,1,1,9.0,2,1,2,3.0,1,3.0,1,1.0,1,5,1,1.0,2,,1
,1,1,10.0,2,2,1,3.0,1,3.0,0,1.0,1,4,0,0.0,2,,0
26.0,1,1,16.0,2,2,3,4.0,0,5.0,2,5.0,0,1,1,1.0,1,20774.0,1
20.0,1,1,,2,2,3,5.0,0,3.0,2,3.0,0,5,0,1.0,1,19780.0,1
45.0,1,1,12.0,2,2,2,3.0,3,5.0,0,5.0,1,3,0,0.0,3,28245.0,0
30.0,1,1,26.0,1,2,3,4.0,1,3.0,1,6.0,0,5,0,1.0,2,22940.0,0
45.0,0,3,8.0,2,1,3,3.0,1,3.0,1,5.0,0,1,1,2.0,2,20154.0,0
34.0,1,3,12.0,3,1,3,4.0,0,3.0,3,3.0,1,1,0,2.0,1,21529.0,1
33.0,0,3,,3,1,2,3.0,1,3.0,0,2.0,0,3,0,1.0,2,19539.0,0
55.0,1,1,17.0,3,1,4,4.0,1,5.0,3,8.0,1,1,0,1.0,2,23118.0,0
41.0,1,3,33.0,3,2,4,4.0,1,5.0,1,3.0,0,1,1,3.0,2,27074.0,0
28.0,0,3,10.0,3,1,4,3.0,1,3.0,1,3.0,1,2,1,3.0,2,23325.0,0
53.0,1,3,12.0,2,2,4,4.0,3,4.0,3,2.0,1,4,1,2.0,3,27124.0,1
35.0,1,1,12.0,3,1,3,5.0,3,5.0,2,4.0,0,2,0,1.0,3,30309.0,0
31.0,1,1,14.0,2,2,3,4.0,1,3.0,1,3.0,0,5,1,2.0,2,22169.0,0
28.0,1,1,16.0,3,1,3,4.0,0,4.0,2,3.0,0,3,1,1.0,1,20957.0,0
51.0,0,1,29.0,3,2,3,6.0,4,3.0,2,3.0,1,1,1,2.0,0,33089.0,0
49.0,1,1,13.0,2,2,2,4.0,3,3.0,3,1.0,0,2,1,1.0,3,25965.0,0
35.0,1,1,22.0,2,2,3,3.0,3,3.0,1,5.0,1,1,0,0.0,3,22632.0,0
32.0,0,1,14.0,2,1,3,5.0,3,3.0,1,3.0,0,1,1,1.0,3,27621.0,0
22.0,1,3,19.0,2,1,3,2.0,0,4.0,3,3.0,0,5,0,2.0,1,21394.0,1
25.0,1,1,25.0,2,2,3,4.0,0,3.0,1,2.0,0,4,0,1.0,1,21452.0,0
26.0,1,2,31.0,2,1,3,3.0,0,3.0,1,2.0,0,4,1,1.0,1,17942.0,0
26.0,1,1,9.0,2,1,2,3.0,0,3.0,1,2.0,0,3,1,1.0,1,17061.0,0
31.0,1,1,23.0,2,2,3,4.0,0,3.0,1,3.0,0,1,0,1.0,1,21540.0,0
45.0,1,1,27.0,2,2,3,4.0,0,4.0,3,3.0,0,5,1,2.0,1,22098.0,0
29.0,1,1,19.0,2,1,4,4.0,0,3.0,1,3.0,1,4,1,2.0,1,21193.0,1
34.0,0,1,10.0,2,2,4,4.0,0,5.0,3,3.0,1,5,1,3.0,1,22026.0,1
34.0,1,1,15.0,3,0,2,4.0,3,4.0,3,2.0,0,1,1,0.0,3,23621.0,0
57.0,1,3,23.0,2,1,4,4.0,3,,2,4.0,1,5,1,3.0,3,38395.0,1
38.0,0,3,16.0,3,2,4,4.0,3,4.0,1,3.0,0,1,1,3.0,3,27512.0,0
34.0,1,1,13.0,2,2,3,3.0,1,3.0,1,2.0,0,3,0,0.0,2,17585.0,1
34.0,1,3,10.0,2,2,3,3.0,3,3.0,1,3.0,1,4,0,2.0,3,24713.0,0
27.0,1,3,,2,2,3,3.0,1,3.0,2,2.0,1,4,1,2.0,2,,0
19.0,1,1,9.0,3,1,3,3.0,0,4.0,2,2.0,0,3,1,0.0,1,16483.0,0
44.0,1,2,9.0,2,2,4,4.0,0,3.0,3,2.0,0,1,0,1.0,1,22217.0,0
33.0,1,1,13.0,3,2,2,3.0,3,3.0,1,1.0,0,4,1,0.0,3,26691.0,0
52.0,1,3,8.0,3,1,2,5.0,2,3.0,1,2.0,0,3,1,,4,34845.0,1
40.0,1,1,25.0,3,2,1,3.0,1,3.0,1,1.0,1,1,1,0.0,2,17741.0,0
32.0,0,1,13.0,2,2,3,2.0,0,4.0,0,2.0,0,2,0,1.0,1,17794.0,0
46.0,1,1,17.0,2,2,4,4.0,0,3.0,1,5.0,0,5,0,3.0,1,21332.0,0
36.0,0,3,14.0,2,2,3,4.0,3,5.0,3,2.0,0,1,0,0.0,3,22587.0,0
48.0,1,1,8.0,1,2,3,1.0,0,4.0,2,6.0,0,2,0,2.0,1,17559.0,0
35.0,1,3,15.0,1,2,4,2.0,1,3.0,1,3.0,0,1,0,3.0,2,25477.0,0
53.0,1,1,12.0,2,2,2,3.0,1,3.0,2,3.0,0,5,1,1.0,2,17450.0,0
35.0,1,3,,3,2,2,3.0,1,3.0,1,1.0,0,3,0,1.0,2,19717.0,0
36.0,0,3,6.0,3,1,2,3.0,1,3.0,3,5.0,0,1,1,1.0,2,21653.0,0
34.0,1,1,,2,1,2,3.0,1,3.0,2,2.0,0,3,0,0.0,2,19809.0,0
23.0,0,1,11.0,1,2,4,5.0,0,3.0,3,7.0,0,5,0,1.0,1,22572.0,1
31.0,2,1,,3,2,2,5.0,1,3.0,0,1.0,0,3,1,0.0,2,,0
46.0,1,1,13.0,3,2,3,3.0,3,3.0,1,7.0,0,2,0,2.0,3,25845.0,0
51.0,0,3,7.0,2,2,3,4.0,1,3.0,3,5.0,1,1,1,2.0,2,23406.0,1
30.0,1,1,13.0,3,2,2,4.0,0,4.0,1,2.0,0,5,0,0.0,1,17141.0,0
28.0,1,1,12.0,2,1,3,4.0,0,4.0,2,3.0,1,3,0,2.0,1,21156.0,0
35.0,1,1,8.0,2,2,2,4.0,3,4.0,1,3.0,0,4,1,0.0,3,25274.0,0
26.0,1,3,12.0,3,2,3,5.0,1,3.0,3,3.0,1,3,1,1.0,2,24422.0,1
32.0,1,3,13.0,3,2,4,3.0,1,3.0,1,6.0,0,5,1,3.0,2,24138.0,0
36.0,0,3,17.0,1,1,3,3.0,3,3.0,0,1.0,0,5,0,0.0,3,24738.0,0
29.0,1,3,6.0,3,1,2,4.0,0,3.0,1,7.0,1,2,0,1.0,1,17800.0,1
33.0,0,1,9.0,2,1,2,3.0,0,3.0,0,2.0,1,5,1,1.0,1,17909.0,0
37.0,0,3,15.0,3,2,3,3.0,3,4.0,1,2.0,0,2,1,0.0,3,23834.0,0
32.0,0,1,8.0,2,2,3,3.0,0,3.0,2,1.0,0,5,1,1.0,1,18068.0,0
59.0,1,1,24.0,3,2,3,3.0,3,3.0,3,7.0,0,3,1,1.0,3,25512.0,0
36.0,1,3,7.0,3,2,4,4.0,3,4.0,0,3.0,0,4,1,3.0,3,25973.0,0
29.0,1,3,25.0,2,2,3,4.0,1,3.0,1,2.0,0,4,1,0.0,2,23620.0,0
31.0,1,1,9.0,3,2,3,5.0,0,3.0,3,2.0,0,4,0,1.0,1,21398.0,0
41.0,1,1,25.0,2,2,2,3.0,1,5.0,1,3.0,0,2,1,0.0,2,18072.0,0
45.0,1,1,8.0,2,1,2,4.0,1,3.0,1,2.0,0,4,1,1.0,2,20770.0,0
31.0,0,1,9.0,3,1,3,4.0,0,3.0,2,2.0,0,4,1,1.0,1,21242.0,0
38.0,1,1,17.0,3,2,3,4.0,1,5.0,3,3.0,0,4,0,1.0,2,22891.0,1
36.0,1,2,15.0,1,1,2,3.0,0,3.0,1,2.0,0,1,1,0.0,1,20410.0,1
29.0,1,1,36.0,2,2,4,6.0,1,4.0,0,3.0,0,1,1,3.0,2,25227.0,0
35.0,0,1,33.0,1,1,4,5.0,0,3.0,1,3.0,0,1,1,1.0,1,20707.0,0
44.0,0,3,33.0,2,2,4,4.0,4,3.0,0,,1,2,0,1.0,0,35637.0,0
36.0,1,1,12.0,3,2,2,,1,4.0,1,7.0,0,4,0,1.0,2,19941.0,0
30.0,1,1,35.0,2,1,4,4.0,0,3.0,1,6.0,0,5,1,1.0,1,21192.0,0
45.0,1,1,,3,1,2,3.0,0,3.0,1,5.0,1,3,0,1.0,1,,0
30.0,1,3,9.0,3,2,4,5.0,1,4.0,0,4.0,0,4,0,2.0,2,25322.0,0
43.0,1,1,7.0,2,1,4,4.0,0,5.0,1,5.0,0,3,0,3.0,1,21254.0,0
31.0,1,2,24.0,2,2,2,1.0,0,5.0,1,1.0,0,1,1,0.0,1,17956.0,1
27.0,1,1,14.0,2,2,4,2.0,0,5.0,3,2.0,0,1,1,1.0,1,22256.0,0
35.0,0,1,29.0,2,2,3,5.0,1,3.0,1,3.0,1,1,1,1.0,2,24425.0,0
25.0,0,1,11.0,2,2,3,5.0,0,3.0,1,2.0,0,3,0,2.0,1,21840.0,0
19.0,0,1,16.0,3,1,3,4.0,0,4.0,2,2.0,1,5,0,2.0,1,16859.0,1
26.0,1,1,12.0,2,1,3,3.0,0,3.0,1,2.0,1,1,0,1.0,1,17659.0,0
29.0,0,3,14.0,2,2,3,4.0,1,5.0,3,2.0,0,3,1,2.0,2,23576.0,0
36.0,1,1,,1,2,1,3.0,1,4.0,2,5.0,0,1,1,0.0,2,19485.0,0
43.0,0,3,33.0,3,1,4,4.0,4,4.0,0,7.0,0,3,1,3.0,0,32203.0,0
32.0,1,1,18.0,2,2,3,4.0,0,3.0,1,5.0,1,3,0,1.0,1,21034.0,0
45.0,1,1,14.0,3,1,3,5.0,3,3.0,0,5.0,0,4,1,1.0,3,28926.0,0
47.0,0,1,7.0,3,2,3,5.0,3,5.0,1,4.0,1,1,1,2.0,3,29351.0,0
21.0,1,1,21.0,2,2,3,3.0,0,3.0,2,2.0,0,5,1,1.0,1,16232.0,0
19.0,1,3,27.0,2,2,2,4.0,0,4.0,2,2.0,1,1,1,1.0,1,17121.0,1
,1,1,14.0,3,1,2,1.0,0,3.0,1,1.0,0,4,0,0.0,1,18517.0,0
38.0,1,1,10.0,2,2,3,4.0,3,3.0,1,3.0,0,1,1,1.0,3,28112.0,0
59.0,1,2,12.0,3,2,2,3.0,0,3.0,0,1.0,0,4,1,0.0,1,17267.0,0
36.0,0,1,17.0,2,2,3,4.0,1,4.0,3,2.0,0,4,1,1.0,2,21499.0,0
41.0,1,3,15.0,2,2,3,3.0,3,3.0,1,4.0,1,1,0,1.0,3,23189.0,0
43.0,1,3,11.0,3,2,3,4.0,1,5.0,3,2.0,0,5,1,2.0,2,23833.0,0
22.0,1,1,12.0,3,2,4,4.0,0,3.0,3,3.0,0,1,1,2.0,1,21795.0,0
26.0,1,1,12.0,2,1,2,4.0,0,4.0,0,2.0,0,3,1,0.0,1,17368.0,0
30.0,1,1,16.0,3,0,3,3.0,3,3.0,3,1.0,0,4,0,0.0,3,24667.0,0
37.0,1,1,9.0,2,2,2,3.0,3,3.0,1,2.0,0,1,1,0.0,3,24434.0,0
30.0,1,3,10.0,3,1,4,4.0,1,3.0,1,3.0,0,1,0,1.0,2,24239.0,0
39.0,1,1,17.0,3,1,4,4.0,1,3.0,1,5.0,0,3,0,2.0,2,28502.0,0
38.0,0,1,18.0,2,2,1,4.0,1,5.0,1,3.0,0,5,1,0.0,2,21288.0,0
39.0,1,3,16.0,3,2,4,5.0,0,4.0,0,2.0,0,4,0,1.0,1,21577.0,0
31.0,1,3,12.0,3,1,2,5.0,1,3.0,1,3.0,0,1,1,1.0,2,24796.0,0
49.0,1,1,9.0,1,2,4,2.0,0,4.0,2,7.0,0,2,0,3.0,1,21237.0,0
30.0,1,1,26.0,1,2,3,4.0,1,3.0,1,6.0,0,5,1,1.0,2,22940.0,0
38.0,1,1,13.0,3,2,3,3.0,1,5.0,1,6.0,1,3,1,2.0,2,24652.0,0
51.0,0,3,15.0,2,2,2,3.0,2,4.0,1,5.0,1,4,1,,4,34847.0,0
33.0,1,1,8.0,2,2,2,3.0,0,3.0,2,1.0,0,3,1,0.0,1,17500.0,0
,1,1,16.0,3,1,3,3.0,0,5.0,0,7.0,0,2,1,1.0,1,18452.0,0
27.0,1,1,10.0,3,2,3,2.0,0,3.0,0,3.0,0,5,1,2.0,1,23098.0,0
33.0,1,2,9.0,2,2,2,3.0,0,4.0,1,4.0,1,5,0,1.0,1,17277.0,0
47.0,1,1,7.0,3,2,4,4.0,3,5.0,1,2.0,0,1,0,3.0,3,28074.0,0
24.0,1,3,,2,1,3,3.0,1,3.0,2,1.0,0,2,1,0.0,2,19577.0,1
33.0,0,1,6.0,2,0,3,3.0,3,3.0,3,2.0,1,2,1,0.0,3,28458.0,0
25.0,1,3,,3,2,2,4.0,1,5.0,0,2.0,0,3,1,1.0,2,,0
28.0,1,1,22.0,3,2,3,2.0,1,5.0,2,1.0,0,5,0,2.0,2,20661.0,0
33.0,1,1,9.0,3,0,4,3.0,1,3.0,3,2.0,0,3,1,3.0,2,23733.0,0
,1,3,15.0,3,2,2,4.0,1,4.0,1,2.0,0,4,0,1.0,2,,0
23.0,1,1,12.0,2,2,3,1.0,0,5.0,1,2.0,1,3,0,0.0,1,16601.0,1
45.0,1,2,7.0,2,1,3,4.0,0,3.0,1,6.0,1,3,1,1.0,1,21873.0,0
30.0,1,1,25.0,3,2,3,5.0,0,3.0,2,3.0,1,3,0,1.0,1,21067.0,1
32.0,1,1,16.0,2,2,3,4.0,3,4.0,1,3.0,0,3,1,2.0,3,29326.0,0
27.0,1,1,23.0,3,2,3,4.0,0,4.0,1,4.0,1,1,1,1.0,1,21051.0,1
39.0,0,1,15.0,2,2,3,3.0,1,4.0,3,1.0,0,1,1,0.0,2,21782.0,0
35.0,1,3,10.0,1,2,2,3.0,3,5.0,3,1.0,1,4,1,1.0,3,24582.0,1
38.0,1,2,6.0,2,2,2,1.0,0,3.0,1,2.0,0,4,1,0.0,1,17844.0,0
55.0,1,1,26.0,1,2,2,3.0,1,3.0,1,4.0,1,1,0,0.0,2,20415.0,0
22.0,1,1,12.0,3,2,3,3.0,0,3.0,1,1.0,0,1,1,1.0,1,17773.0,0
30.0,1,3,17.0,3,1,3,5.0,1,4.0,1,3.0,1,5,1,1.0,2,26946.0,0
34.0,1,1,7.0,2,2,4,5.0,0,5.0,3,5.0,1,4,0,1.0,1,21477.0,0
34.0,1,3,,3,2,2,3.0,3,3.0,1,5.0,0,3,1,1.0,3,19490.0,1
50.0,1,1,34.0,3,2,3,2.0,0,3.0,0,2.0,1,2,1,2.0,1,18221.0,0
36.0,0,1,25.0,2,2,4,4.0,1,3.0,1,3.0,1,3,1,1.0,2,24367.0,0
49.0,1,1,27.0,3,2,3,4.0,0,3.0,0,6.0,0,2,0,1.0,1,20937.0,0
42.0,1,1,26.0,2,2,3,4.0,1,5.0,1,4.0,0,1,0,1.0,2,21750.0,0
33.0,1,3,14.0,3,2,2,3.0,1,3.0,1,1.0,0,1,0,0.0,2,22104.0,0
34.0,1,1,16.0,2,2,2,3.0,0,4.0,1,2.0,0,2,1,0.0,1,17008.0,0
22.0,1,1,10.0,3,2,4,5.0,0,3.0,3,3.0,0,5,1,3.0,1,21908.0,0
,1,1,9.0,2,1,2,3.0,1,3.0,0,1.0,1,5,1,1.0,2,,1
28.0,0,3,7.0,3,2,4,4.0,1,4.0,1,2.0,1,1,0,2.0,2,25027.0,0
40.0,1,3,8.0,2,1,3,3.0,2,3.0,1,1.0,0,3,1,0.0,4,33041.0,0
35.0,0,1,9.0,2,2,4,4.0,1,3.0,3,4.0,0,4,1,3.0,2,22711.0,0
53.0,1,1,9.0,3,2,2,3.0,4,3.0,0,4.0,1,5,0,0.0,0,32584.0,0
45.0,0,1,13.0,2,2,3,1.0,1,3.0,1,5.0,0,1,1,0.0,2,21434.0,0
35.0,1,1,7.0,2,2,3,4.0,0,3.0,0,3.0,0,3,1,1.0,1,21369.0,0
49.0,1,1,10.0,3,2,2,4.0,2,3.0,0,3.0,0,3,0,0.0,4,33711.0,0
34.0,1,3,16.0,3,0,4,4.0,1,5.0,3,2.0,1,3,0,1.0,2,26902.0,1
53.0,0,3,8.0,3,1,2,4.0,3,4.0,0,3.0,0,2,0,1.0,3,22525.0,0
